Código de mesa;Provincia;"Código 
municipio";Municipio;Distrito;Sección;Mesa;Censo;Primer Avance;Segundo Avance;Total Votantes;Votos Nulos;Votos Blanco;Partido;Nº Votos
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;PODEMOS-EQUO;32
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;VOX;16
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;PACMA;3
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;IU-Anticapitalistas-PCAS/TC-ALTER;3
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;ÁvilaLP;0
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;FE de las JONS;0
05-002-1-002-A;AVILA;002;LA ADRADA;1;002;A;470;188;271;359;10;3;XAV;0
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;P.S.O.E.;118
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;PP;102
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;Cs;44
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;PODEMOS-EQUO;21
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;VOX;18
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;IU-Anticapitalistas-PCAS/TC-ALTER;5
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;PACMA;3
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;XAV;1
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;ÁvilaLP;0
05-002-1-002-B;AVILA;002;LA ADRADA;1;002;B;427;165;236;321;4;5;FE de las JONS;0
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;PP;51
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;P.S.O.E.;35
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;Cs;33
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;VOX;10
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;XAV;4
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;PODEMOS-EQUO;3
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;ÁvilaLP;1
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;PACMA;1
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;FE de las JONS;1
05-005-1-001-U;AVILA;005;ALBORNOS;1;001;U;170;85;127;148;3;6;IU-Anticapitalistas-PCAS/TC-ALTER;0
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;PP;53
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;VOX;9
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;P.S.O.E.;8
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;Cs;3
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;ÁvilaLP;1
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;PODEMOS-EQUO;1
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;FE de las JONS;1
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;IU-Anticapitalistas-PCAS/TC-ALTER;0
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;PACMA;0
05-007-1-001-U;AVILA;007;ALDEANUEVA DE SANTA CRUZ;1;001;U;110;58;65;79;1;2;XAV;0
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;PP;85
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;P.S.O.E.;61
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;Cs;13
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;VOX;9
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;PODEMOS-EQUO;2
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;IU-Anticapitalistas-PCAS/TC-ALTER;1
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;ÁvilaLP;1
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;XAV;0
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;FE de las JONS;0
05-008-1-001-U;AVILA;008;ALDEASECA;1;001;U;207;80;140;178;4;2;PACMA;0
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;PP;55
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;P.S.O.E.;28
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;Cs;13
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;VOX;12
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;PODEMOS-EQUO;4
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;XAV;1
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;FE de las JONS;0
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;IU-Anticapitalistas-PCAS/TC-ALTER;0
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;PACMA;0
05-010-1-001-U;AVILA;010;LA ALDEHUELA;1;001;U;142;57;97;115;2;0;ÁvilaLP;0
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;PP;31
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;P.S.O.E.;24
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;ÁvilaLP;21
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;Cs;15
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;VOX;13
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;PODEMOS-EQUO;1
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;IU-Anticapitalistas-PCAS/TC-ALTER;0
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;FE de las JONS;0
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;XAV;0
05-012-1-001-U;AVILA;012;AMAVIDA;1;001;U;119;41;70;106;0;1;PACMA;0
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;PP;267
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;P.S.O.E.;256
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;PODEMOS-EQUO;97
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;Cs;54
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;IU-Anticapitalistas-PCAS/TC-ALTER;17
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;VOX;14
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;PACMA;7
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;XAV;6
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;FE de las JONS;0
05-013-1-001-U;AVILA;013;EL ARENAL;1;001;U;849;415;587;731;12;1;ÁvilaLP;0
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;PP;250
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;P.S.O.E.;164
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;Cs;53
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;VOX;27
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;PODEMOS-EQUO;21
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;IU-Anticapitalistas-PCAS/TC-ALTER;13
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;XAV;3
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;PACMA;2
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;FE de las JONS;2
05-014-1-001-A;AVILA;014;ARENAS DE SAN PEDRO;1;001;A;731;310;405;547;8;4;ÁvilaLP;0
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;PP;227
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;P.S.O.E.;160
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;Cs;47
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;PODEMOS-EQUO;34
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;VOX;29
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;IU-Anticapitalistas-PCAS/TC-ALTER;18
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;XAV;3
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;PACMA;2
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;FE de las JONS;1
05-014-1-001-B;AVILA;014;ARENAS DE SAN PEDRO;1;001;B;756;309;410;539;10;8;ÁvilaLP;0
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;PP;155
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;P.S.O.E.;154
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;PODEMOS-EQUO;23
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;Cs;22
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;VOX;21
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;IU-Anticapitalistas-PCAS/TC-ALTER;12
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;PACMA;9
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;XAV;3
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;ÁvilaLP;0
05-014-2-001-U;AVILA;014;ARENAS DE SAN PEDRO;2;001;U;519;245;325;408;7;2;FE de las JONS;0
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;PP;318
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;P.S.O.E.;254
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;Cs;56
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;PODEMOS-EQUO;51
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;VOX;35
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;IU-Anticapitalistas-PCAS/TC-ALTER;23
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;PACMA;4
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;ÁvilaLP;1
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;XAV;0
05-014-3-001-U;AVILA;014;ARENAS DE SAN PEDRO;3;001;U;1.034;405;602;751;7;2;FE de las JONS;0
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;P.S.O.E.;169
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;PP;134
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;Cs;32
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;PODEMOS-EQUO;23
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;VOX;12
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;IU-Anticapitalistas-PCAS/TC-ALTER;9
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;PACMA;1
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;FE de las JONS;0
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;ÁvilaLP;0
05-014-1-002-U;AVILA;014;ARENAS DE SAN PEDRO;1;002;U;532;234;253;392;6;6;XAV;0
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;PP;245
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;P.S.O.E.;220
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;Cs;76
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;VOX;33
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;PODEMOS-EQUO;26
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;IU-Anticapitalistas-PCAS/TC-ALTER;15
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;PACMA;6
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;XAV;2
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;ÁvilaLP;1
05-014-2-002-A;AVILA;014;ARENAS DE SAN PEDRO;2;002;A;838;367;480;636;9;3;FE de las JONS;0
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;PP;257
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;P.S.O.E.;224
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;Cs;71
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;PODEMOS-EQUO;35
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;VOX;31
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;IU-Anticapitalistas-PCAS/TC-ALTER;21
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;PACMA;6
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;XAV;1
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;ÁvilaLP;0
05-014-2-002-B;AVILA;014;ARENAS DE SAN PEDRO;2;002;B;877;379;524;659;6;7;FE de las JONS;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;PODEMOS-EQUO;34
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;PP;11
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;Cs;3
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;IU-Anticapitalistas-PCAS/TC-ALTER;1
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;VOX;1
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;XAV;1
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;FE de las JONS;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;ÁvilaLP;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;P.S.O.E.;0
05-015-1-001-U;AVILA;015;AREVALILLO;1;001;U;68;28;42;53;1;1;PACMA;0
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;PP;235
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;P.S.O.E.;184
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;Cs;62
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;VOX;50
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;PODEMOS-EQUO;28
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;XAV;5
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;IU-Anticapitalistas-PCAS/TC-ALTER;4
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;PACMA;4
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;ÁvilaLP;3
05-016-1-001-U;AVILA;016;ARÉVALO;1;001;U;786;240;388;586;6;5;FE de las JONS;0
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;PP;219
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;P.S.O.E.;135
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;Cs;58
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;VOX;44
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;PODEMOS-EQUO;18
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;IU-Anticapitalistas-PCAS/TC-ALTER;6
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;ÁvilaLP;4
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;XAV;3
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;PACMA;2
05-016-2-001-A;AVILA;016;ARÉVALO;2;001;A;688;245;392;509;13;6;FE de las JONS;1
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;PP;215
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;P.S.O.E.;104
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;Cs;55
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;VOX;42
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;PODEMOS-EQUO;10
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;PACMA;5
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;IU-Anticapitalistas-PCAS/TC-ALTER;5
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;ÁvilaLP;3
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;XAV;1
05-016-2-001-B;AVILA;016;ARÉVALO;2;001;B;654;208;340;456;7;9;FE de las JONS;0
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;PP;293
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;P.S.O.E.;214
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;Cs;79
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;VOX;59
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;PODEMOS-EQUO;25
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;IU-Anticapitalistas-PCAS/TC-ALTER;12
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;PACMA;5
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;XAV;4
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;FE de las JONS;0
05-016-2-002-U;AVILA;016;ARÉVALO;2;002;U;945;315;505;701;6;4;ÁvilaLP;0
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;PP;207
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;P.S.O.E.;133
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;Cs;57
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;VOX;34
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;PODEMOS-EQUO;18
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;IU-Anticapitalistas-PCAS/TC-ALTER;11
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;PACMA;4
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;ÁvilaLP;3
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;XAV;1
05-016-2-003-A;AVILA;016;ARÉVALO;2;003;A;622;264;352;480;5;7;FE de las JONS;0
05-016-2-003-B;AVILA;016;ARÉVALO;2;003;B;613;218;340;454;7;8;PP;205
05-016-2-003-B;AVILA;016;ARÉVALO;2;003;B;613;218;340;454;7;8;P.S.O.E.;115
05-016-2-003-B;AVILA;016;ARÉVALO;2;003;B;613;218;340;454;7;8;Cs;52
05-016-2-003-B;AVILA;016;ARÉVALO;2;003;B;613;218;340;454;7;8;VOX;40
05-016-2-003-B;AVILA;016;ARÉVALO;2;003;B;613;218;340;454;7;8;PODEMOS-EQUO;15
