022019111010400302001 B00004460000446000000000000000000141000021500000010000000000027000000000000000S
022019111010400602001 A00008420000842000000000000000000280000044000000040000008000053300000000000000S
022019111010400604001 B00004540000454000000000000000000133000021600000030000002000026400000000000000S
022019111010401303008 U00006620000662000000000000000000194000025500000010000002000029000000000000000S
022019111010401304006 U00006660000666000000000000000000305000040000000020000007000048100000000000000S
022019111010401306006 A00009250000925000000000000000000240000036000000050000002000046100000000000000S
022019111010401306015 U00005670000567000000000000000000216000029600000030000005000033600000000000000S
022019111010401306016 B00007400000740000000000000000000351000036800000050000001000045900000000000000S
022019111010401306027 U00006050000605000000000000000000240000031700000030000004000035600000000000000S
022019111010401306029 A00006610000661000000000000000000233000034800000070000004000044700000000000000S
022019111010401307017 B00006490000649000000000000000000229000031800000030000000000038900000000000000S
022019111010401307020 A00006300000630000000000000000000236000035300000050000006000045600000000000000S
022019111010401307022 A00009090000909000000000000000000326000050900000040000003000060800000000000000S
022019111010401307036 A00005730000573000000000000000000212000028900000050000005000034500000000000000S
022019111010401307038 A00005780000578000000000000000000223000031500000060000003000039800000000000000S
022019111010401307047 A00005370000537000000000000000000205000030000000010000003000042500000000000000S
022019111010401308006 A00007370000737000000000000000000233000038300000040000002000053700000000000000S
022019111010401601001 A00007150000715000000000000000000243000042000000030000004000050400000000000000S
022019111010403801002 B00005210000521000000000000000000179000027300000040000007000033300000000000000S
022019111010404401001 A00006680000668000000000000000000249000038500000010000008000047000000000000000S
022019111010404801001 C00002350000235000000000000000000070000011000000010000000000013500000000000000S
022019111010405001001 U00007420000742000000000000000000235000036700000000000001000046400000000000000S
022019111010406601005 B00003350000335000000000000000000073000013700000020000005000017800000000000000S
022019111010406601010 A00005720000572000000000000000000184000030400000040000003000035000000000000000S
022019111010406901001 B00005070000507000000000000000000190000028300000010000003000036600000000000000S
022019111010406901002 A00004540000454000000000000000000135000025100000000000004000030600000000000000S
022019111010406901005 U00007650000765000000000000000000282000042600000100000005000051300000000000000S
022019111010407402001 A00007760000776000000000000000000230000035900000020000008000042800000000000000S
022019111010407601001 B00006010000601000000000000000000201000034000000050000009000042000000000000000S
022019111010407901010 B00008320000832000000000000000000317000047200000050000003000059000000000000000S
022019111010407901015 A00005750000575000000000000000000176000028400000060000009000032400000000000000S
022019111010407902008 B00005600000560000000000000000000193000029200000040000008000031900000000000000S
022019111010407902009 B00004890000489000000000000000000204000026000000030000005000032200000000000000S
022019111010407902019 B00007680000768000000000000000000295000039700000050000006000048400000000000000S
022019111010407902020 A00008190000819000000000000000000281000042500000050000003000055900000000000000S
