022019041010400301004 B00008410000841000000000000000000310000043500000020000004000054700000000000000S
022019041010400301007 U00007060000706000000000000000000333000042100000030000001000053700000000000000S
022019041010400302001 A00004310000431000000000000000000150000020900000020000002000028200000000000000S
022019041010400601002 A00006270000627000000000000000000220000031100000010000005000042500000000000000S
022019041010400801001 A00002020000202000000000000000000081000010600000040000002000015000000000000000S
022019041010401001001 U00005800000580000000000000000000268000041400000020000011000043200000000000000S
022019041010401302005 A00005170000517000000000000000000259000036900000000000000000042200000000000000S
022019041010401303011 A00004260000426000000000000000000170000023200000080000000000026800000000000000S
022019041010401306013 A00005870000587000000000000000000264000033800000020000006000041600000000000000S
022019041010401306016 B00007460000746000000000000000000293000039800000040000001000052000000000000000S
022019041010401306019 B00005450000545000000000000000000183000027800000060000005000036200000000000000S
022019041010401306020 A00005430000543000000000000000000179000024800000040000004000030400000000000000S
022019041010401306029 A00006570000657000000000000000000252000038400000040000002000047600000000000000S
022019041010401306029 B00006090000609000000000000000000236000033100000020000003000043000000000000000S
022019041010401306041 A00005000000500000000000000000000204000029200000030000004000038700000000000000S
022019041010401307007 B00005390000539000000000000000000262000034500000020000004000043900000000000000S
022019041010401307012 B00008260000826000000000000000000359000050200000090000003000066700000000000000S
022019041010401307013 B00004930000493000000000000000000223000028300000000000001000036200000000000000S
022019041010401307015 A00007680000768000000000000000000271000038200000030000000000047200000000000000S
022019041010401307018 B00009510000951000000000000000000391000054700000060000004000069700000000000000S
022019041010401307021 A00008720000872000000000000000000354000050300000060000005000058600000000000000S
022019041010401307037 B00008820000882000000000000000000341000052300000030000005000068300000000000000S
022019041010401308006 B00003430000343000000000000000000088000015600000000000001000021900000000000000S
022019041010401601001 A00007150000715000000000000000000281000042200000020000010000055300000000000000S
022019041010401701001 B00004890000489000000000000000000189000024400000020000002000033600000000000000S
022019041010402201001 U00003570000357000000000000000000160000022300000000000000000026100000000000000S
022019041010403101002 U00005900000590000000000000000000257000037200000000000001000047200000000000000S
022019041010403201001 A00005620000562000000000000000000237000032600000000000002000039600000000000000S
